id;from;to;text;text to check;where;number;nouns;determiners;conjuctions;adjectives;prepositions;pronouns;verbs;adverbs;undefined;time
489;QUI-GON;WATTO;For the fastest Pod ever built?!;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;6;0;0;0;0;0;0;0;0;0;54
490;QUI-GON;WATTO;Both, or no bet.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;4;0;0;0;0;0;0;0;0;0;36
491;WATTO;X_X;No Pod's worth two slaves not by a long shot one slave or nothing.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;14;0;0;0;0;0;0;0;0;0;126
492;QUI-GON;WATTO;The boy, then;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;3;0;0;0;0;0;0;0;0;0;27
493;WATTO;QUI-GON;We'll let fate decide. Blue it's the boy, red his mother. You won the small toss, outlander, but you won't win the race, so it makes little difference.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;28;0;0;0;0;0;0;0;0;0;252
494;WATTO;ANAKIN;Bonapa keesa pateeso, o wanna meetee chobodd.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;7;0;0;0;0;0;0;0;0;0;63
495;ANAKIN;QUI-GON;What did he mean by that?;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;6;0;0;0;0;0;0;0;0;0;54
496;QUI-GON;ANAKIN;I'll tell you later.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;4;0;0;0;0;0;0;0;0;0;36
497;ARTOO;THREEPIO;beeps;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;1;0;0;0;0;0;0;0;0;0;9
498;THREEPIO;ARTOO;Oh my! Space travel sounds rather perilous.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;7;0;0;0;0;0;0;0;0;0;63
499;ARTOO;THREEPIO;beeps;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;1;0;0;0;0;0;0;0;0;0;9
500;THREEPIO;X_X;I can assure you they will never get me onto one of those dreadful starships!;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;15;0;0;0;0;0;0;0;0;0;135
501;KITSTER;ANAKIN;This is so wizard! I'm sure you'll do it this time, Annie.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;12;0;0;0;0;0;0;0;0;0;108
502;PADME;KITSTER;Do what?;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;2;0;0;0;0;0;0;0;0;0;18
503;KITSTER;PADME;Finish the race, of course!;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;5;0;0;0;0;0;0;0;0;0;45
504;PADME;ANAKIN;You've never won a race?;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;5;0;0;0;0;0;0;0;0;0;45
505;ANAKIN;PADME;Well not exactly;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;3;0;0;0;0;0;0;0;0;0;27
506;PADME;ANAKIN;Not even finished?!;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;3;0;0;0;0;0;0;0;0;0;27
507;ANAKIN;PADME;but Kitster's right, I will this time.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;7;0;0;0;0;0;0;0;0;0;63
508;QUI-GON;PADME;Of course you will.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;4;0;0;0;0;0;0;0;0;0;36
509;SPEAKER A;PUBLIC;Toogi! Toogie! Toong mee cha kulkah du Boonta magi! tah oos azalus ooval Poddraces.;;FODE/BEED :;14;0;0;0;0;0;0;0;0;0;126
510;SPEAKER B;PUBLIC;That's absolutly right. And a big turnout here, from all corners of the Outer Rim territories. I see the contestants are making their way out onto the starting grid.;;FODE/BEED :;29;0;0;0;0;0;0;0;0;0;261
511;SPEAKER A;PUBLIC;La Yma beestoo;;EXT. MOS ESPA - DESERT RACE ARENA - DAY;3;0;0;0;0;0;0;0;0;0;27
512;SPEAKER B;PUBLIC;I see Ben Quadinaros from the Tund system.;;EXT. MOS ESPA - DESERT RACE ARENA - DAY;8;0;0;0;0;0;0;0;0;0;72
513;SPEAKER A;PUBLIC;eh Gasgano doowa newpa Ord Petrovia!;;EXT. MOS ESPA - DESERT RACE ARENA - DAY;6;0;0;0;0;0;0;0;0;0;54
514;SPEAKER B;PUBLIC;Two time winner, Boles Roor;;EXT. MOS ESPA - DESERT RACE ARENA - DAY;5;0;0;0;0;0;0;0;0;0;45
515;SPEAKER A;PUBLIC;Poo tula moosta, woe grane champio Sebulba du Pixelito! Splastyleeya bookie ookie!;;EXT. MOS ESPA - DESERT RACE ARENA - DAY;12;0;0;0;0;0;0;0;0;0;108
516;SPEAKER B;PUBLIC;And a late entry, Anakin Skywalker, a local boy.;;EXT. MOS ESPA - DESERT RACE ARENA - DAY;9;0;0;0;0;0;0;0;0;0;81
517;SPEAKER A;PUBLIC;Wampa peedunkee unko;;EXT. MOS ESPA - DESERT RACE ARENA - DAY;3;0;0;0;0;0;0;0;0;0;27
518;SPEAKER B;PUBLIC;I see the flaggers are moving onto the track.;;EXT. MOS ESPA - DESERT RACE ARENA - DAY;9;0;0;0;0;0;0;0;0;0;81
519;SHMI;ANAKIN;Be safe.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;2;0;0;0;0;0;0;0;0;0;18
520;ANAKIN;SHMI;I will, Mom. I promise.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;5;0;0;0;0;0;0;0;0;0;45
521;SEBULBA;ANAKIN;Bazda wahota, shag. Dobiella Nok. Yoka to Bantha poodoo.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;9;0;0;0;0;0;0;0;0;0;81
522;ANAKIN;SEBULBA;Cha skrundee da pat, sleemo.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;5;0;0;0;0;0;0;0;0;0;45
523;JABBA;RACERS;Ka bazza kundee hodrudda!;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;4;0;0;0;0;0;0;0;0;0;36
524;QUI-GON;ANAKIN;Are you all set, Annie?;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;5;0;0;0;0;0;0;0;0;0;45
525;ANAKIN;QUI-GON;Yes.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;1;0;0;0;0;0;0;0;0;0;9
526;QUI-GON;ANAKIN;Remember,concentrate on the moment. Feel. Don't think. Trust your instincts.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;11;0;0;0;0;0;0;0;0;0;99
527;ANAKIN;QUI-GON;Okay.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;1;0;0;0;0;0;0;0;0;0;9
528;QUI-GON;ANAKIN;May the Force be with you.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;6;0;0;0;0;0;0;0;0;0;54
529;SPEAKER A;PUBLIC;O grandio lust, Jabba Du Hutt, amu intoe tah parena.;;EXT. MOS ESPA - ARENA - ROYAL BOX - DAY;10;0;0;0;0;0;0;0;0;0;90
530;JABBA;PUBLIC;Chowbaso! Tam ka chee Boonta rulee ya, kee madda hodrudda du wundee.;;EXT. MOS ESPA - ARENA - ROYAL BOX - DAY;12;0;0;0;0;0;0;0;0;0;108
531;SPEAKER A;PUBLIC;Ya pawa culka doe rundee!;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;5;0;0;0;0;0;0;0;0;0;45
532;SPEAKER B;PUBLIC;Hey, it looks like they're clearing the grid.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;8;0;0;0;0;0;0;0;0;0;72
533;SHMI;QUI-GON;Is he nervous?;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;3;0;0;0;0;0;0;0;0;0;27
534;QUI-GON;SHMI;He's fine.;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;2;0;0;0;0;0;0;0;0;0;18
535;PADME;QUI-GON;You Jedi are far too reckless. The Queen;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;8;0;0;0;0;0;0;0;0;0;72
536;QUI-GON;PADME;The Queen trusts my judgment, young handmaiden. You should too.;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;10;0;0;0;0;0;0;0;0;0;90
537;PADME;QUI-GON;You assume too much.;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;4;0;0;0;0;0;0;0;0;0;36
538;SPEAKER B;RACERS;Start your engines.;;EXT. MOS ESPA - ARENA ANNOUNCER'S BOX - DAY;3;0;0;0;0;0;0;0;0;0;27
539;SPEAKER A;PUBLIC;An dare ovv!;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;3;0;0;0;0;0;0;0;0;0;27
540;SPEAKER B;PUBLIC;Oh wait. Little Skywalker has stalled.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;6;0;0;0;0;0;0;0;0;0;54
541;SPEAKER B;PUBLIC;And there goes Skywalker He'll be hard pressed to catch up with the leaders today.;;EXT. MOS ESPA - ARENA - STARTING GRID - DAY;15;0;0;0;0;0;0;0;0;0;135
542;JAR JAR;ANAKIN;Come on, Ani!;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;3;0;0;0;0;0;0;0;0;0;27
543;JAR JAR;ANAKIN;Careful, Ani. Careful, Ani!;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;4;0;0;0;0;0;0;0;0;0;36
544;SPEAKER B;PUBLIC;Looks like a few Tusken Riaders have campe out on the canyon dune turn.;;EXT. MOS ESPA - RACETRACK - DAY;14;0;0;0;0;0;0;0;0;0;126
545;SPEAKER B;PUBLIC;There goes Quadinaros' power couplings.;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;5;0;0;0;0;0;0;0;0;0;45
546;SPEAKER A;PUBLIC;Sebulba! Ka pa me cheespa wata!;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;6;0;0;0;0;0;0;0;0;0;54
547;THREEPIO;ARTOO;Where is Mister Anakin ?;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;5;0;0;0;0;0;0;0;0;0;45
548;ARTOO;THREEPIO;beeps;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;1;0;0;0;0;0;0;0;0;0;9
549;PADME;QUI-GON;Here he comes!;;EXT. MOS ESPA - ARENA - VIEWING PLATFORM - DAY;3;0;0;0;0;0;0;0;0;0;27
550;ARTOO;THREEPIO;beeps;;EXT. MOS ESPA - ARENA - PIT AREA - DAY;1;0;0;0;0;0;0;0;0;0;9
551;THREEPIO;ARTOO;He has to complete two more circuits? Oh dear!;;EXT. MOS ESPA - ARENA - PIT AREA - DAY;9;0;0;0;0;0;0;0;0;0;81
552;SPEAKER B;PUBLIC;It looks like Skywalker is moving up through the field. He's in;;EXT. MOS ESPA - RACETRACK - DAY;12;0;0;0;0;0;0;0;0;0;108
553;SPEAKER A;PUBLIC;Steeth pa nagoola!;;EXT. MOS ESPA - RACETRACK - DAY;3;0;0;0;0;0;0;0;0;0;27
554;SPEAKER A;PUBLIC;Ody Mandrell! Coona wa wunda dunko!;;EXT. MOS ESPA - RACETRACK - DAY;6;0;0;0;0;0;0;0;0;0;54
555;ODY;X_X;Droids!;;EXT. MOS ESPA - RACETRACK - DAY;1;0;0;0;0;0;0;0;0;0;9
556;SPEAKER B;PUBLIC;At the start of the third and final lap, Sebulba is in the lead, closely followed by Skywalker;;EXT. MOS ESPA - RACETRACK - DAY;18;0;0;0;0;0;0;0;0;0;162
557;SPEAKER B;PUBLIC;Skywalker is forced onto the service ramp!;;EXT. MOS ESPA - RACETRACK - DAY;7;0;0;0;0;0;0;0;0;0;63
558;SPEAKER A;PUBLIC;Oh noah!;;EXT. MOS ESPA - RACETRACK - DAY;2;0;0;0;0;0;0;0;0;0;18
559;SPEAKER B;PUBLIC;Amazing a controlled thrust and he's back on course! What a move!;;EXT. MOS ESPA - RACETRACK - DAY;12;0;0;0;0;0;0;0;0;0;108
560;SPEAKER B;PUBLIC;He's catching Sebulba.;;EXT. MOS ESPA - RACETRACK - DAY;3;0;0;0;0;0;0;0;0;0;27
561;SPEAKER A;PUBLIC;Inkabunga.;;EXT. MOS ESPA - RACETRACK - DAY;1;0;0;0;0;0;0;0;0;0;9
562;SPEAKER B;PUBLIC;That little human being is out of his mind.;;EXT. MOS ESPA - RACETRACK - DAY;9;0;0;0;0;0;0;0;0;0;81
563;SPEAKER A;PUBLIC;Punda tah punda!;;EXT. MOS ESPA - RACETRACK - DAY;3;0;0;0;0;0;0;0;0;0;27
564;SPEAKER B;PUBLIC;They're side by side!;;EXT. MOS ESPA - RACETRACK - DAY;4;0;0;0;0;0;0;0;0;0;36
565;SPEAKER A;PUBLIC;Bongo du bongu!;;EXT. MOS ESPA - RACETRACK - DAY;3;0;0;0;0;0;0;0;0;0;27
566;SPEAKER B;PUBLIC;It's Skywalker! The crowd are going nuts! Oh Ah Oh Ah;;EXT. MOS ESPA - RACETRACK - DAY;11;0;0;0;0;0;0;0;0;0;99
567;ARTOO;THREEPIO;beeps;;EXT. MOS ESPA - ARENA - PIT AREA - DAY;1;0;0;0;0;0;0;0;0;0;9
568;THREEPIO;ARTOO;I can't believe it.;;EXT. MOS ESPA - ARENA - PIT AREA - DAY;4;0;0;0;0;0;0;0;0;0;36
569;JAR JAR;ANAKIN;Yay, Ani!;;EXT. MOS ESPA - ARENA - PIT AREA - DAY;2;0;0;0;0;0;0;0;0;0;18
570;ANAKIN;SHMI;Mom, I did it! Yay!;;EXT. MOS ESPA - ARENA - PIT AREA - DAY;5;0;0;0;0;0;0;0;0;0;45
571;JAR JAR;ANAKIN;Good going, Ani!;;EXT. MOS ESPA - ARENA - PIT AREA - DAY;3;0;0;0;0;0;0;0;0;0;27
572;PADME;ANAKIN;We owe you everything.;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;4;0;0;0;0;0;0;0;0;0;36
573;SHMI;ANAKIN;It's so wonderful, Annie. You have brought hope to those who have none. I'm so very proud of you;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;19;0;0;0;0;0;0;0;0;0;171
574;ANAKIN;SHMI;Ah, gee enough of this;;INT. MOS ESPA - ARENA - MAIN HANGER - DAY;5;0;0;0;0;0;0;0;0;0;45
575;WATTO;QUI-GON;You! You swindled me! You knew the boy was going to win! Somehow you knew it! I lost everything.;;INT. MOS ESPA - ARENA - PRIVATE BOX - DAY;19;0;0;0;0;0;0;0;0;0;171
576;QUI-GON;WATTO;Whenever you gamble, my friend, eventually you'll lose. Bring the parts to the main hanger. I'll come by your shop later so you can release the boy.;;INT. MOS ESPA - ARENA - PRIVATE BOX - DAY;27;0;0;0;0;0;0;0;0;0;243
577;WATTO;QUI-GON;You can't have him! It wasn't a fair bet!;;INT. MOS ESPA - ARENA - PRIVATE BOX - DAY;9;0;0;0;0;0;0;0;0;0;81
578;QUI-GON;WATTO;Would you like to discuss it with the Hutts I'm sure they can settle this.;;INT. MOS ESPA - ARENA - PRIVATE BOX - DAY;15;0;0;0;0;0;0;0;0;0;135
579;WATTO;QUI-GON;No, no! I want no more of your tricks! Take him!;;INT. MOS ESPA - ARENA - PRIVATE BOX - DAY;11;0;0;0;0;0;0;0;0;0;99
580;QUI-GON;OBI-WAN;I'm going back some unfinished business. I won't be long.;;EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY;10;0;0;0;0;0;0;0;0;0;90
581;OBI-WAN;QUI-GON;Why do I sense we've picked up another pathetic life form?;;EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY;11;0;0;0;0;0;0;0;0;0;99
582;QUI-GON;OBI-WAN;It's the boy who's responsible for getting us these parts. Start getting this hyperdrive generator installed.;;EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY;16;0;0;0;0;0;0;0;0;0;144
583;OBI-WAN;QUI-GON;Yes, Master. That shouldn't take long.;;EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY;6;0;0;0;0;0;0;0;0;0;54
584;QUI-GON;ANAKIN;These are yours. We sold the Pod.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
585;ANAKIN;QUI-GON;Yes!;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
586;ANAKIN;SHMI;Mom, we sold the pod! Look at all the money we have!;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
587;SHMI;ANAKIN;Oh, my goodness, That's wonderful.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;5;0;0;0;0;0;0;0;0;0;45
588;QUI-GON;SHMI;And Anakin has been freed.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;5;0;0;0;0;0;0;0;0;0;45
589;ANAKIN;QUI-GON;What?!?;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
590;QUI-GON;ANAKIN;You're no longer a slave.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;5;0;0;0;0;0;0;0;0;0;45
591;ANAKIN;SHMI;Did you hear that, Mom?;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;5;0;0;0;0;0;0;0;0;0;45
592;SHMI;ANAKIN;You are free.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;3;0;0;0;0;0;0;0;0;0;27
593;SHMI;QUI-GON;Will you take him with you? Is he to become a Jedi?;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
594;QUI-GON;SHMI;Our meeting was not a coincidence. Nothing happens by accident. You are strong with the Force, but you may not be accepted by the Coucil.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;25;0;0;0;0;0;0;0;0;0;225
595;ANAKIN;QUI-GON;A Jedi! Mighty blasters, you mean I get to go with you in your starship and everything?!;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;17;0;0;0;0;0;0;0;0;0;153
596;QUI-GON;ANAKIN;Anakin, training to be a Jedi will not be a easy challenge. And if you succeed, it will be a hard life.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;22;0;0;0;0;0;0;0;0;0;198
597;ANAKIN;QUI-GON;But it's what I want. What I've always dreamed about.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;10;0;0;0;0;0;0;0;0;0;90
598;ANAKIN;SHMI;Can I go, Mom?!;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;4;0;0;0;0;0;0;0;0;0;36
599;SHMI;ANAKIN;This path has been placed for you, Annie. The choice to take it is yours alone.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;16;0;0;0;0;0;0;0;0;0;144
600;ANAKIN;SHMI;I want to go.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;4;0;0;0;0;0;0;0;0;0;36
601;QUI-GON;ANAKIN;Then, pack your things. We haven't much time.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;8;0;0;0;0;0;0;0;0;0;72
602;ANAKIN;QUI-GON;Yipee!;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
603;ANAKIN;QUI-GON;What about Mom? Is she free too? You're coming, aren't you, Mom;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
604;QUI-GON;ANAKIN;I tried to free your mother, Annie, but Watto wouldn't have it.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
605;ANAKIN;SHMI;You're coming with us, aren't you, Mom?;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
606;SHMI;ANAKIN;Son, my place is here. My future is here. It is time for you to let go to let go of me. I cannot go with you.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;27;0;0;0;0;0;0;0;0;0;243
607;ANAKIN;SHMI;I want to stay with you. I don't want things to change.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;12;0;0;0;0;0;0;0;0;0;108
608;SHMI;ANAKIN;You can't stop change any more than you can stop the suns from setting. I love you. Now hurry.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;19;0;0;0;0;0;0;0;0;0;171
609;SHMI;QUI-GON;Thank you.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;2;0;0;0;0;0;0;0;0;0;18
610;QUI-GON;SHMI;I will watch after him. You have my word. Will you be all right?;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;14;0;0;0;0;0;0;0;0;0;126
611;SHMI;QUI-GON;Yeah.;;INT. ANAKIN'S HOVEL - MAIN ROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
612;ANAKIN;THREEPIO;Well, Threepio, I'm free and I'm going away in a starship;;INT. ANAKIN'S HOVEL - SECOND ROOM - DAY;11;0;0;0;0;0;0;0;0;0;99
613;THREEPIO;ANAKIN;Master, Annie, you are my maker, and I wish you well. Although I'd like it better if I were a little less naked.;;INT. ANAKIN'S HOVEL - SECOND ROOM - DAY;23;0;0;0;0;0;0;0;0;0;207
614;ANAKIN;THREEPIO;I'm sorry I wasn't able to finish you, Threepio give you coverings and all I'm going to miss working on you. You've been a great pal. I'll make sure Mom doesn't sell you or anything.;;INT. ANAKIN'S HOVEL - SECOND ROOM - DAY;35;0;0;0;0;0;0;0;0;0;315
615;THREEPIO;ANAKIN;Sell me?!?;;INT. ANAKIN'S HOVEL - SECOND ROOM - DAY;2;0;0;0;0;0;0;0;0;0;18
616;ANAKIN;THREEPIO;Bye.;;INT. ANAKIN'S HOVEL - SECOND ROOM - DAY;1;0;0;0;0;0;0;0;0;0;9
617;THREEPIO;ANAKIN;Oh, my.;;INT. ANAKIN'S HOVEL - SECOND ROOM - DAY;2;0;0;0;0;0;0;0;0;0;18
618;ANAKIN;SHMI;I can't do it, Mom. I just can't.;;EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY;8;0;0;0;0;0;0;0;0;0;72
619;SHMI;ANAKIN;Annie;;EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY;1;0;0;0;0;0;0;0;0;0;9
620;ANAKIN;SHMI;Will I ever see you again?;;EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY;6;0;0;0;0;0;0;0;0;0;54
621;SHMI;ANAKIN;What does your heart tell you?;;EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY;6;0;0;0;0;0;0;0;0;0;54
622;ANAKIN;SHMI;I hope so yes I guess.;;EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY;6;0;0;0;0;0;0;0;0;0;54
623;SHMI;ANAKIN;Then we will see each other again.;;EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY;7;0;0;0;0;0;0;0;0;0;63
624;ANAKIN;SHMI;I will become a Jedi and I will come back and free you, Mom I promise.;;EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY;16;0;0;0;0;0;0;0;0;0;144
625;SHMI;ANAKIN;No matter where you are, my love will be with you. Now be brave, and don't look back don't look back.;;EXT. MOS ESPA - STREET - SLAVE QUARTERS - DAY;21;0;0;0;0;0;0;0;0;0;189
626;ANAKIN;QUI-GON;Master Qui-Gon,sir, wait!;;EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY;4;0;0;0;0;0;0;0;0;0;36
627;QUI-GON;ANAKIN;Anakin, drop!;;EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY;2;0;0;0;0;0;0;0;0;0;18
628;QUI-GON;ANAKIN;Annie, get to the ship! Take off! Go! Go!;;EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY;9;0;0;0;0;0;0;0;0;0;81
629;CAPT. PANAKA;OBI-WAN;Qui-Gon's in trouble.;;INT. NABOO SPACECRAFT - HALLWAY;3;0;0;0;0;0;0;0;0;0;27
630;OBI-WAN;RIC OLIE;Take off now! Over there. Fly low.;;INT. NABOO SPACECRAFT - HALLWAY;7;0;0;0;0;0;0;0;0;0;63
631;ANAKIN;QUI-GON;Are you all right?;;INT. NABOO SPACECRAFT - HALLWAY;4;0;0;0;0;0;0;0;0;0;36
632;QUI-GON;ANAKIN;I think so.;;INT. NABOO SPACECRAFT - HALLWAY;3;0;0;0;0;0;0;0;0;0;27
633;OBI-WAN;QUI-GON;What was it?;;INT. NABOO SPACECRAFT - HALLWAY;3;0;0;0;0;0;0;0;0;0;27
634;QUI-GON;OBI-WAN;I don't know but he was well trained in the Jedi arts. My guess is he was after the Queen;;INT. NABOO SPACECRAFT - HALLWAY;20;0;0;0;0;0;0;0;0;0;180
635;ANAKIN;QUI-GON;What are we gonna do about it?;;INT. NABOO SPACECRAFT - HALLWAY;7;0;0;0;0;0;0;0;0;0;63
636;QUI-GON;ANAKIN;We will be patient. Anakin Skywalker, meet Obi-Wan Kenobi.;;INT. NABOO SPACECRAFT - HALLWAY;9;0;0;0;0;0;0;0;0;0;81
637;ANAKIN;OBI-WAN;Pleased to meet you. Wow! You're a Jedi too? Pleased to meet you.;;INT. NABOO SPACECRAFT - HALLWAY;13;0;0;0;0;0;0;0;0;0;117
638;NUTE;BIBBLE;Your Queen is lost, your people are starving, and you, Governor, are going to die, much sooner than your people, I'm afraid.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;22;0;0;0;0;0;0;0;0;0;198
639;BIBBLE;NUTE;This invasion will gain you nothing. We're a democracy. The people have decided;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;13;0;0;0;0;0;0;0;0;0;117
640;NUTE;OOM-9;Take him away.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;3;0;0;0;0;0;0;0;0;0;27
641;OOM-9;X_X;My troops are in position to begin searching the swamps for these rumored underwater villages. They will not stay hidden for long.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;22;0;0;0;0;0;0;0;0;0;198
642;BIBBLE;PADME;The death toll is catastrophic. We must bow to their wishes. You must contact me.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;15;0;0;0;0;0;0;0;0;0;135
643;PADME;ANAKIN;Are you all right?;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;4;0;0;0;0;0;0;0;0;0;36
644;ANAKIN;PADME;It's very cold.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;3;0;0;0;0;0;0;0;0;0;27
645;PADME;ANAKIN;You're from a warm planet, Annie. Too warm for my taste. Space is cold.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;14;0;0;0;0;0;0;0;0;0;126
646;ANAKIN;PADME;You seem sad.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;3;0;0;0;0;0;0;0;0;0;27
647;PADME;ANAKIN;The Queen is worried. Her people are suffering dying. She must convince the Senate to intervene, or I'm not sure what will happen.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;23;0;0;0;0;0;0;0;0;0;207
648;ANAKIN;PADME;I'm I'm not sure what's going to happen to me. I dunno if I'll ever see you again. I made this for you. Sou you'd remember me. I carved it out of a japor snippet It will bring you good fortune.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;41;0;0;0;0;0;0;0;0;0;369
649;PADME;ANAKIN;It's beautiful, but I don't need this to remember you. Many things will change when we reach the capital, Annie. My caring for you will always remain.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;27;0;0;0;0;0;0;0;0;0;243
650;ANAKIN;PADME;I care for you too. Only I miss;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;8;0;0;0;0;0;0;0;0;0;72
651;PADME;ANAKIN;You miss your mother.;;INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT;4;0;0;0;0;0;0;0;0;0;36
